id,Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
8181,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8743,Super Luxury (Non AC Seater 2+2 Push Back),12:15,07h 30m,19:45,4.0,517.00,31
8182,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,08h 00m,23:00,4.1,627.00,33
8183,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8796,RAJDHANI (A.C. Semi Sleeper),15:40,07h 00m,22:40,1.9,627.00,37
8184,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 1320,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:55,07h 55m,23:50,2.9,627.00,39
8185,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 34336,Super Luxury (Non AC Seater 2+2 Push Back),16:00,07h 30m,23:30,3.5,517.00,33
8186,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8760,Super Luxury (Non AC Seater 2+2 Push Back),17:00,07h 30m,00:30,3.8,517.00,29
8187,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8715,Super Luxury (Non AC Seater 2+2 Push Back),18:20,07h 30m,01:50,4.4,517.00,31
8188,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 7645,Super Luxury (Non AC Seater 2+2 Push Back),19:30,09h 15m,04:45,3.8,517.00,31
8189,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 34342,RAJDHANI (A.C. Semi Sleeper),19:40,07h 00m,02:40,3.2,627.00,32
8190,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8719,Super Luxury (Non AC Seater 2+2 Push Back),20:00,09h 30m,05:30,4.1,517.00,25
8191,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 34330,Super Luxury (Non AC Seater 2+2 Push Back),20:40,07h 30m,04:10,4.6,517.00,30
8192,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8727,Super Luxury (Non AC Seater 2+2 Push Back),21:15,07h 30m,04:45,4.5,517.00,31
8193,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 34332,LAHARI A/C SLEEPER CUM SEATER,22:00,07h 00m,05:00,3.6,627.00,36
8194,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8729,Super Luxury (Non AC Seater 2+2 Push Back),23:00,07h 00m,06:00,4.1,517.00,29
8195,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,TSRTC - 8737,Super Luxury (Non AC Seater 2+2 Push Back),23:20,07h 30m,06:50,4.0,517.00,27
8196,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,BSR Tours And Travels,A/C Seater / Sleeper (2+1),22:00,07h 30m,05:30,4.5,580.00,27
8197,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,BSR Tours And Travels,A/C Sleeper (2+1),22:00,07h 30m,05:30,4.4,800.00,16
8198,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,08h 30m,05:50,4.6,780.00,26
8199,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,AdVSR Tours and Travels,A/C Sleeper (2+1),23:00,06h 30m,05:30,3.9,649.00,25
8200,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,08h 30m,05:50,4.1,560.00,26
8201,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,SAIRAJ TRAVELS,A/C Sleeper (2+1),22:15,07h 30m,05:45,4.4,800.00,22
8202,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Morning Star Travels,A/C Sleeper (2+1),22:50,06h 25m,05:15,3.6,590.00,30
8203,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),22:20,07h 30m,05:50,3.3,470.00,24
8204,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:30,07h 30m,07:00,3.0,500.00,38
8205,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:35,07h 55m,06:30,3.9,560.00,31
8206,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,SAIRAJ TRAVELS,NON A/C Seater (2+2),22:15,07h 30m,05:45,3.8,500.00,30
8207,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,07h 00m,04:00,1.8,500.00,42
8208,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,A.R.M.T Co.,A/C Sleeper (2+1),17:30,07h 00m,00:30,1.8,1200.00,30
8209,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,07h 30m,05:45,4.5,3800.00,32
8210,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Bharathi Tours & Travels,A/C Sleeper (2+1),22:35,07h 55m,06:30,3.7,750.00,29
8211,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Morning Star Travels,A/C Sleeper (2+1),22:30,06h 40m,05:10,2.1,590.00,30
8212,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Morning Star Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),03:20,06h 40m,10:00,2.6,500.00,22
8213,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Sai Krishna Bus Service,NON A/C Seater / Sleeper (2+2),21:15,06h 35m,03:50,1.4,750.00,55
8214,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Maa Bankeshwari -Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),19:15,07h 15m,02:30,1.9,500.00,50
8215,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Gupta Travels Galaxy,A/C Sleeper (2+1),17:15,05h 30m,22:45,2.0,750.00,25
8216,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),22:20,08h 30m,06:50,2.5,3000.00,23
8217,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),22:15,07h 30m,05:45,4.1,570.00,29
8218,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,MAHABAHUSRIKVRTRAVELS,Non A/C Seater / Sleeper (2+1),16:00,07h 50m,23:50,3.2,750.00,37
8219,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),17:00,06h 40m,23:40,3.2,1300.00,45
8220,Hyderabad to Bhadrachalam,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Prajapati Travels,NON A/C Sleeper (2+1),03:30,07h 15m,10:45,2.4,3000.00,34
8221,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 8265,Super Luxury (Non AC Seater 2+2 Push Back),10:30,11h 30m,22:00,3.2,732.00,5
8222,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 6762,Super Luxury (Non AC Seater 2+2 Push Back),11:30,10h 50m,22:20,2.9,732.00,14
8223,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2085,Super Luxury (Non AC Seater 2+2 Push Back),12:50,14h 30m,03:20,3.1,732.00,9
8224,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 4457,Super Luxury (Non AC Seater 2+2 Push Back),15:00,12h 50m,03:50,2.9,764.00,26
8225,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1711,Super Luxury (Non AC Seater 2+2 Push Back),15:00,12h 30m,03:30,3.6,732.00,20
8226,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 7452,Super Luxury (Non AC Seater 2+2 Push Back),15:45,12h 45m,04:30,2.5,732.00,22
8227,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 9595,Lahari A/C sleeper,16:30,13h 10m,05:40,4.0,1250.00,3
8228,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2474,Super Luxury (Non AC Seater 2+2 Push Back),16:30,12h 00m,04:30,3.1,732.00,29
8229,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2855,LAHARI A/C SLEEPER CUM SEATER,16:45,14h 55m,07:40,3.9,819.00,32
8230,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2014,Super Luxury (Non AC Seater 2+2 Push Back),17:05,13h 20m,06:25,2.9,732.00,20
8231,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2765,Super Luxury (Non AC Seater 2+2 Push Back),17:15,13h 15m,06:30,4.5,764.00,28
8232,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 7694,LAHARI A/C SLEEPER CUM SEATER,17:30,12h 30m,06:00,4.3,784.00,21
8233,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 9681,Lahari A/C sleeper,17:30,11h 55m,05:25,3.5,1067.00,13
8234,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1453,Super Luxury (Non AC Seater 2+2 Push Back),17:30,11h 00m,04:30,3.5,732.00,22
8235,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 8261,RAJDHANI (A.C. Semi Sleeper),17:45,11h 00m,04:45,2.7,776.00,29
8236,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1962,Super Luxury (Non AC Seater 2+2 Push Back),19:25,13h 15m,08:40,3.9,732.00,9
8237,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 6206,Super Luxury (Non AC Seater 2+2 Push Back),19:45,11h 05m,06:50,3.2,732.00,26
8238,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 8454,Super Luxury (Non AC Seater 2+2 Push Back),19:45,12h 15m,08:00,2.3,780.00,31
8239,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 1498,Super Luxury (Non AC Seater 2+2 Push Back),20:00,11h 30m,07:30,3.8,732.00,15
8240,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,TSRTC - 2469,Super Luxury (Non AC Seater 2+2 Push Back),21:00,12h 55m,09:55,2.8,764.00,31
8241,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,IntrCity SmartBus,AC Sleeper (2+1),21:30,09h 50m,07:20,4.7,911.00,26
8242,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Ramana Tours And Travels,A/C Sleeper (2+1),20:30,11h 20m,07:50,4.6,860.00,16
8243,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,IntrCity SmartBus,AC Sleeper (2+1),20:20,10h 25m,06:45,4.5,1002.00,19
8244,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,AdSrivastav Travels,Bharat Benz A/C Sleeper (2+1),20:00,11h 00m,07:00,3.7,999.00,26
8245,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,CGR Travels,A/C Sleeper (2+1),21:45,11h 40m,09:25,4.5,600.00,25
8246,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Vikram Travels,A/C Sleeper (2+1),20:20,12h 10m,08:30,4.4,899.00,18
8247,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Jagan Travels,Scania AC Multi Axle Sleeper (2+1),20:00,11h 15m,07:15,4.2,1000.00,16
8248,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,AdBalaji Cabs,Bharat Benz A/C Sleeper (2+1),17:00,09h 00m,02:00,3.3,1330.00,21
8249,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Moksha Travels,A/C Sleeper (2+1),17:00,12h 25m,05:25,4.3,999.00,20
8250,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,CMR Express,Non A/C Seater / Sleeper (2+1),22:15,10h 30m,08:45,4.2,680.00,34
8251,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Jagan Travels,A/C Seater / Sleeper (2+1),22:00,11h 30m,09:30,4.2,676.00,35
8252,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Jagan Travels,Mercedes Benz Multi-Axle A/C Sleeper (2+1),17:20,11h 55m,05:15,4.1,1000.00,15
8253,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,CGR Travels,A/C Seater / Sleeper (2+1),21:50,11h 25m,09:15,4.1,600.00,17
8254,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,SRI KARTHIK TRAVELS,Non A/C Seater / Sleeper (2+1),21:45,11h 30m,09:15,4.3,4000.00,38
8255,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Vandana Travels,A/C Seater / Sleeper (2+1),22:20,10h 40m,09:00,4.1,760.00,28
8256,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,CMR Express,A/C Sleeper (2+1),22:00,10h 50m,08:50,4.1,840.00,25
8257,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Sai Karthik Travels,Non A/C Seater / Sleeper (2+1),21:40,11h 35m,09:15,4.3,600.00,25
8258,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Moksha Travels,A/C Sleeper (2+1),19:00,12h 00m,07:00,4.0,949.00,19
8259,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),18:30,12h 09m,06:39,4.4,660.00,35
8260,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Jagan Travels,Non A/C Seater / Sleeper (2+1),21:30,12h 20m,09:50,4.1,600.00,30
8261,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Zingbus Plus,A/C Sleeper (2+1),22:30,10h 45m,09:15,4.1,809.00,26
8262,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Balaji Cabs,Bharat Benz A/C Sleeper (2+1),18:30,09h 00m,03:30,4.0,1400.00,24
8263,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Sri Krishna Travels,A/C Sleeper (2+1),17:45,12h 45m,06:30,3.8,900.00,26
8264,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Mozo travels,A/C Sleeper (2+1),22:00,12h 30m,10:30,3.9,999.00,19
8265,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Vandana Travels,A/C Seater / Sleeper (2+1),22:30,10h 30m,09:00,3.7,760.00,22
8266,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Anagha Travels,A/C Sleeper (2+1),23:20,09h 55m,09:15,4.0,1150.00,20
8267,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Anagha Travels,Non A/C Seater / Sleeper (2+1),23:25,09h 30m,08:55,3.9,650.00,32
8268,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Karthik Travels,Non A/C Seater / Sleeper (2+1),21:40,11h 20m,09:00,3.8,600.00,25
8269,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,V Kaveri Travels,VE A/C Sleeper (2+1),19:00,12h 30m,07:30,3.9,900.00,22
8270,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Jagan Travels,A/C Sleeper (2+1),22:05,11h 40m,09:45,3.9,810.00,20
8271,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:45,10h 45m,09:30,3.9,1044.00,23
8272,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Orange Tours And Travels,A/C Sleeper (2+1),19:45,10h 45m,06:30,2.9,950.00,32
8273,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Mozo travels,A/C Seater / Sleeper (2+1),20:10,13h 10m,09:20,3.6,600.00,34
8274,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,10h 45m,06:30,2.5,700.00,20
8275,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Orange Tours And Travels,A/C Sleeper (2+1),21:00,10h 00m,07:00,2.6,1100.00,19
8276,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,KKaveri Travels,Non A/C Seater / Sleeper (2+1),22:00,12h 00m,10:00,2.2,630.00,29
8277,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,SREE LEKYAA TRAVELS,A/C Sleeper (2+1),21:40,11h 35m,09:15,2.8,850.00,28
8278,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Morning Star Travels,A/C Sleeper (2+1),22:00,10h 15m,08:15,2.3,990.00,20
8279,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,True Bus,Volvo Multi Axle B9R A/C Sleeper (2+1),17:00,12h 00m,05:00,3.9,1099.00,0
8280,Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,PMR Express,A/C Sleeper (2+1),21:15,10h 15m,07:30,3.7,1650.00,25
8281,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 9444,Super Luxury (Non AC Seater 2+2 Push Back),00:10,04h 15m,04:25,2.1,392.00,29
8282,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,04:00,04h 30m,08:30,1.3,476.00,22
8283,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7226,Super Luxury (Non AC Seater 2+2 Push Back),05:30,05h 30m,11:00,3.6,392.00,28
8284,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7246,Super Luxury (Non AC Seater 2+2 Push Back),07:20,05h 30m,12:50,3.8,392.00,31
8285,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7159,Super Luxury (Non AC Seater 2+2 Push Back),08:15,05h 30m,13:45,2.1,392.00,31
8286,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7163,Super Luxury (Non AC Seater 2+2 Push Back),11:00,05h 30m,16:30,4.3,392.00,28
8287,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 8015,RAJDHANI (A.C. Semi Sleeper),12:15,05h 50m,18:05,5.0,476.00,33
8288,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7260,Super Luxury (Non AC Seater 2+2 Push Back),12:30,05h 30m,18:00,2.7,392.00,31
8289,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,05h 30m,18:30,2.4,476.00,30
8290,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7204,Super Luxury (Non AC Seater 2+2 Push Back),14:00,05h 30m,19:30,4.2,392.00,31
8291,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7267,Super Luxury (Non AC Seater 2+2 Push Back),14:30,05h 30m,20:00,3.2,392.00,31
8292,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7198,Super Luxury (Non AC Seater 2+2 Push Back),16:30,05h 30m,22:00,3.4,392.00,31
8293,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7331,Super Luxury (Non AC Seater 2+2 Push Back),17:30,05h 45m,23:15,3.3,392.00,30
8294,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7206,Super Luxury (Non AC Seater 2+2 Push Back),20:20,05h 30m,01:50,4.6,392.00,31
8295,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7235,Super Luxury (Non AC Seater 2+2 Push Back),21:30,05h 30m,03:00,4.8,392.00,31
8296,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 9507,RAJDHANI (A.C. Semi Sleeper),22:00,05h 30m,03:30,4.0,476.00,35
8297,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7201,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05h 30m,04:30,4.6,392.00,29
8298,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 9511,RAJDHANI (A.C. Semi Sleeper),23:00,05h 30m,04:30,4.5,502.00,33
8299,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7271,Super Luxury (Non AC Seater 2+2 Push Back),23:15,05h 15m,04:30,3.9,392.00,31
8300,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,TSRTC - 7273,Super Luxury (Non AC Seater 2+2 Push Back),23:45,05h 25m,05:10,4.2,392.00,31
8301,Hyderabad to Godavarikhani,https://www.redbus.in/bus-tickets/hyderabad-to-godavarikhani,Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),05:00,03h 55m,08:55,3.1,750.00,7
8302,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 6006,Super Luxury (Non AC Seater 2+2 Push Back),00:05,04h 15m,04:20,2.8,312.00,10
8303,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 8127,RAJDHANI (A.C. Semi Sleeper),04:30,04h 55m,09:25,4.8,377.00,35
8304,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 6021,Super Luxury (Non AC Seater 2+2 Push Back),05:00,04h 30m,09:30,4.8,312.00,30
8305,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7517,Super Luxury (Non AC Seater 2+2 Push Back),06:00,04h 30m,10:30,3.7,312.00,31
8306,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 1137,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),06:15,04h 25m,10:40,3.1,377.00,38
8307,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7990,Super Luxury (Non AC Seater 2+2 Push Back),06:30,03h 55m,10:25,4.5,310.00,30
8308,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 6069,Super Luxury (Non AC Seater 2+2 Push Back),07:00,04h 30m,11:30,3.6,312.00,31
8309,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7992,Super Luxury (Non AC Seater 2+2 Push Back),07:30,03h 55m,11:25,3.1,310.00,31
8310,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7879,Super Luxury (Non AC Seater 2+2 Push Back),08:00,03h 55m,11:55,5.0,310.00,30
8311,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 8199,RAJDHANI (A.C. Semi Sleeper),09:00,04h 55m,13:55,2.7,377.00,35
8312,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 4005,Super Luxury (Non AC Seater 2+2 Push Back),09:00,03h 30m,12:30,3.0,312.00,31
8313,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7988,LAHARI A/C SLEEPER CUM SEATER,10:30,04h 55m,15:25,3.6,377.00,44
8314,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 6008,Super Luxury (Non AC Seater 2+2 Push Back),12:20,04h 40m,17:00,2.5,312.00,31
8315,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,TSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,04h 55m,17:45,3.1,310.00,31
